CHROMATOGRAM
D:\KP4_cells\20260221_Neg_H2O2QC_PRM_1.raw
Data points: 5520
Time(min),Intensity
1.549838167,0
1.5543518,0
1.55886535,0
1.563378602,0
1.567890936,0
1.572402582,0
1.576915083,0
1.581426769,0
1.585939167,0
1.590451802,0
1.5949641,0
1.599476152,0
1.603988252,0
1.608499882,0
1.613012717,0
1.617525953,0
1.62203835,0
1.62655105,0
1.631064619,0
1.635577235,0
1.6400897,0
1.644602316,0
1.649114801,0
1.653627417,0
1.658139099,0
1.662652518,0
1.667164435,0
1.671676502,0
1.676188351,0
1.680700983,0
1.685213083,0
1.689724586,0
1.694236451,0
1.698748749,0
1.703261552,0
1.707773782,0
1.712286251,0
1.716798851,0
1.721311352,0
1.725823233,0
1.73033575,0
1.734847952,0
1.739360433,0
1.743873435,0
1.748384918,0
1.752896052,0
1.757407536,0
1.761919432,0
1.766430916,0
1.770942467,0
1.775453935,0
1.779965068,0
1.784476552,0
1.788988119,0
1.793499567,0
1.798011086,0
1.802522482,0
1.807033735,0
1.811545568,0
1.816057469,0
1.820569084,0
1.825081199,0
1.8295925,0
1.834103868,0
1.838615936,0
1.843127685,0
1.847640683,0
1.852152301,0
1.856663968,0
1.861176286,0
1.865688783,0
1.870200401,0
1.874712866,0
1.879224401,0
1.883736882,0
1.888248552,0
1.892760266,0
1.897271885,0
1.901783301,0
1.906295317,0
1.910806983,0
1.915318503,0
1.919830284,0
1.924341883,0
1.928853899,0
1.933365617,0
1.937877001,0
1.942388667,0
1.946900985,0
1.951413001,0
1.955924918,0
1.960436334,0
1.964948099,0
1.969459734,0
1.973970482,0
1.978482002,0
1.9829931,0
1.987503669,0
1.992015034,0
1.996525551,0
2.001036419,0
2.005547219,0
2.010058452,0
2.014569066,0
2.019081435,0
2.023593582,0
2.028106568,0
2.032618751,0
2.037131152,0
2.041643534,0
2.046156201,0
2.050668118,0
2.055180583,0
2.059692849,0
2.064206336,0
2.06872045,0
2.073233582,0
2.07774685,0
2.082260769,0
2.086773969,0
2.091287316,0
2.095800552,0
2.100314019,0
2.104827501,0
2.109339016,0
2.11385075,0
2.118362516,0
2.122874134,0
2.1273859,0
2.13189815,0
2.136411299,0
2.140922834,0
2.145434218,0
2.149945833,0
2.154458584,0
2.158971784,0
2.163484484,0
2.167997167,0
2.172509966,0
2.177023567,0
2.181536219,0
2.186049383,0
2.1905619,0
2.19507545,0
2.199587402,0
2.20409885,0
2.208610949,0
2.213123116,0
2.217635017,0
2.222146199,0
2.226658417,0
2.231170433,0
2.235682052,0
2.240193667,0
2.244705051,0
2.249216002,0
2.253727068,0
2.258237602,0
2.262748485,0
2.2672595,0
2.271770252,0
2.276281549,0
2.280792917,0
2.285303785,0
2.289814899,0
2.2943261,0
2.298837918,0
2.303349036,0
2.307860436,0
2.312371935,0
2.316883935,0
2.321395033,0
2.325906334,0
2.330417515,0
2.334928768,0
2.339440117,0
2.343951716,0
2.348462766,0
2.352973868,0
2.357485399,0
2.361996783,0
2.366508783,0
2.371020184,0
2.375531417,0
2.380044466,0
2.384557384,0
2.389068983,0
2.3935814,0
2.398094469,0
2.402606684,0
2.407119168,0
2.411631351,0
2.416144635,0
2.420656865,0
2.425169267,0
2.429681366,0
2.434193434,0
2.438704949,0
2.443217434,0
2.447729434,0
2.452241236,0
2.456753069,0
2.461265534,0
2.4657772,0
2.470288135,0
2.474799452,0
2.479310451,0
2.483821084,0
2.488333449,0
2.492844102,0
2.497354867,0
2.501866,0
2.506377484,0
2.510888018,0
2.515399168,0
2.519909916,0
2.524421419,0
2.528932335,0
2.533443333,0
2.537954284,0
2.542465351,0
2.546976266,0
2.551487284,0
2.555998184,0
2.560510267,0
2.565021886,0
2.569533866,0
2.574045882,0
2.578557835,0
2.583069767,0
2.587581767,0
2.592093616,0
2.596605465,0
2.601117366,0
2.605628866,0
2.610140766,0
2.614652484,0
2.619164151,0
2.6236759,0
2.628187666,0
2.632699567,0
2.637211102,0
2.641723384,0
2.646235603,0
2.650747682,0
2.655260068,0
2.659772068,0
2.664284282,0
2.668796283,0
2.673308386,0
2.677820867,0
2.682332382,0
2.686844867,0
2.69135705,0
2.695868251,0
2.700379886,0
2.704891119,0
2.709403485,0
2.713914968,0
2.718426499,0
2.722937868,0
2.727449884,0
2.731961367,0
2.736473586,0
2.740985566,0
2.745498019,0
2.750010552,0
2.754523068,0
2.75903545,0
2.763548201,0
2.768060169,0
2.772572885,0
2.77708535,0
2.781597532,0
2.78610935,0
2.790620968,0
2.795132833,0
2.799644833,0
2.804155832,0
2.808668067,0
2.813179451,0
2.817691085,0
2.822202466,0
2.8267141,0
2.831227566,0
2.835740166,0
2.840252918,0
2.8447664,0
2.849280868,0
2.853793186,0
2.858305984,0
2.862818652,0
2.867331669,0
2.871844349,0
2.876357183,0
2.880869784,0
2.88538265,0
2.889895286,0
2.894408418,0
2.898921118,0
2.903433917,0
2.907946183,0
2.912460702,0
2.916973318,0
2.921485068,0
2.925997136,0
2.930508802,0
2.935020301,0
2.939532182,0
2.944043666,0
2.9485553,0
2.953067435,0
2.9575788,0
2.962091416,0
2.966603285,0
2.971115519,0
2.975627984,0
2.980139666,0
2.984651452,0
2.989163285,0
2.993676068,0
2.9981887,0
3.002700382,0
3.007212303,0
3.011724569,0
3.0162368,0
3.020748768,0
3.025261185,0
3.029773285,0
3.034285452,0
3.03879775,0
3.043309984,0
3.047822366,0
3.0523347,0
3.056846918,0
3.061358084,0
3.06586975,0
3.070381083,0
3.074892483,0
3.079404101,0
3.083915382,0
3.088426866,0
3.092937884,0
3.097449884,0
3.101961499,0
3.106473499,0
3.110985583,0
3.115497984,0
3.120009885,0
3.124522199,0
3.129034219,0
3.133546318,0
3.138058767,0
3.142570668,0
3.147082652,0
3.151594418,0
3.156106867,0
3.160618784,0
3.165130784,0
3.169642502,0
3.174154168,0
3.178666486,0
3.183178033,0
3.187689882,0
3.192202466,0
3.196714586,0
3.201226451,0
3.205738701,0
3.210249966,0
3.214762085,0
3.219274169,0
3.223786566,0
3.228298169,0
3.232809784,0
3.237320568,0
3.241831201,0
3.2463421,0
3.250852269,0
3.255363017,0
3.259873535,0
3.264384335,0
3.268894483,0
3.273405351,0
3.277916119,0
3.282427785,0
3.286939535,0
3.291451869,0
3.295963635,0
3.300475515,0
3.304987249,0
3.309499333,0
3.314011134,0
3.318523067,0
3.323035683,0
3.327547417,0
3.332059683,0
3.336571651,0
3.341083782,0
3.345596267,0
3.350108935,0
3.354621332,0
3.359132999,0
3.363645635,0
3.368158116,0
3.372669452,0
3.377180967,0
3.381693019,0
3.386204383,0
3.390716018,0
3.39522735,0
3.399739966,0
3.404251116,0
3.40876285,0
3.413274469,0
3.417787383,0
3.422299216,0
3.426812034,0
3.431323935,0
3.43583605,0
3.440348066,0
3.444860218,0
3.449372369,0
3.453884818,0
3.458397136,0
3.462909919,0
3.46742255,0
3.471934916,0
3.476447635,0
3.480960486,0
3.485474099,0
3.489987669,0
3.494499915,0
3.499013199,0
3.503525449,0
3.508037465,0
3.512548567,0
3.517060333,0
3.521572134,0
3.526083936,0
3.530594982,0
3.535106851,0
3.539618001,0
3.544129484,0
3.548641,0
3.553152499,0
3.557663919,0
3.562175502,0
3.566686417,0
3.571197869,0
3.575709416,0
3.5802208,0
3.584732049,0
3.589243433,0
3.593754718,0
3.598265435,0
3.602775985,0
3.607287766,0
3.611799035,0
3.616309752,0
3.620820285,0
3.625330752,0
3.629841818,0
3.634352666,0
3.638863116,0
3.643375601,0
3.64788685,0
3.652398234,0
3.6569099,0
3.661421233,0
3.665932852,0
3.670444534,0
3.674956482,0
3.679467783,0
3.683978933,0
3.688492351,0
3.693006016,0
3.697518982,0
3.702032119,0
3.706544985,0
3.711058284,0
3.715571349,0
3.720084383,0
3.724597134,0
3.729110568,0
3.733620951,0
3.738132049,0
3.742642766,0
3.747153383,0
3.751664084,0
3.756175786,0
3.760686383,0
3.765197318,0
3.769708019,0
3.774219383,0
3.778730736,0
3.783241301,0
3.787752733,0
3.792263652,0
3.796775033,0
3.801286286,0
3.805797602,0
3.810308184,0
3.814819584,0
3.819330749,0
3.823842666,0
3.828354201,0
3.832866066,0
3.837377586,0
3.841889284,0
3.846401085,0
3.8509127,0
3.855424799,0
3.859936783,0
3.864448318,0
3.868960183,0
3.873472184,0
3.877984184,0
3.882495802,0
3.887007886,0
3.891519417,0
3.896032486,0
3.900544502,0
3.905055985,0
3.909567902,0
3.914078984,0
3.918589601,0
3.923100918,0
3.927611817,0
3.932123833,0
3.936634832,0
3.941146518,0
3.94565745,0
3.950168834,0
3.954679519,0
3.9591919,0
3.963702501,0
3.968214267,0
3.972725536,0
3.97723725,0
3.981748535,0
3.986259851,0
3.990771502,0
3.99528235,0
3.999793801,0
4.004305901,0
4.008817285,0
4.013328367,0
4.017840284,0
4.022351819,0
4.026863501,0
4.031374301,0
4.035885483,0
4.040397717,0
4.044908835,0
4.049420299,0
4.053932935,0
4.058444235,0
4.062955552,0
4.067467318,0
4.071978952,0
4.076490416,0
4.081001565,0
4.08551295,0
4.090024616,0
4.094535952,0
4.099047583,0
4.103560052,0
4.108071567,0
4.112583051,0
4.117094566,0
4.121606065,0
4.126118451,0
4.130630066,0
4.135141684,0
4.13965335,0
4.144165716,0
4.148677549,0
4.153189033,0
4.157701069,0
4.162212783,0
4.166724183,0
4.171235849,0
4.175747551,0
4.180259186,0
4.184770617,0
4.189282383,0
4.193794268,0
4.198305418,0
4.202817303,0
4.207329903,0
4.211841299,0
4.216352917,0
4.220864584,0
4.225376902,0
4.229887686,0
4.2343982,0
4.238908702,0
4.243419132,0
4.247929535,0
4.252440049,0
4.256950352,0
4.261460985,0
4.265971384,0
4.270481918,0
4.274993385,0
4.279505334,0
4.284017016,0
4.288528651,0
4.293040786,0
4.297553,0
4.302064599,0
4.3065765,0
4.311088683,0
4.315600218,0
4.320112584,0
4.324624818,0
4.329137299,0
4.333648866,0
4.338161299,0
4.342673299,0
4.347185399,0
4.351697069,0
4.35620895,0
4.360721069,0
4.365233482,0
4.369745002,0
4.374256966,0
4.378768767,0
4.383281984,0
4.387794182,0
4.392306568,0
4.396819335,0
4.401331049,0
4.405843283,0
4.410354767,0
4.414865849,0
4.419378167,0
4.423889285,0
4.428400784,0
4.4329117,0
4.437422718,0
4.441934317,0
4.446445117,0
4.450956235,0
4.455468716,0
4.459979703,0
4.464491301,0
4.469002618,0
4.473514733,0
4.478026352,0
4.482537617,0
4.487048635,0
4.491561216,0
4.496072385,0
4.50058365,0
4.505095034,0
4.509606132,0
4.514117266,0
4.518628233,0
4.523139935,0
4.5276512,0
4.532162302,0
4.536673285,0
4.541184634,0
4.545695684,0
4.550206619,0
4.554717618,0
4.559229018,0
4.563740001,0
4.568251067,0
4.572762618,0
4.577274149,0
4.581785633,0
4.586296552,0
4.590808119,0
4.595321252,0
4.599833033,0
4.604344834,0
4.608856735,0
4.613368684,0
4.617880199,0
4.622392366,0
4.626904032,0
4.63141575,0
4.635927118,0
4.640439369,0
4.644950832,0
4.649461982,0
4.653973851,0
4.658485815,0
4.662997752,0
4.667509152,0
4.672020767,0
4.676532485,0
4.681043785,0
4.685555166,0
4.690066466,0
4.694578133,0
4.699090451,0
4.703601902,0
4.708113334,0
4.712624516,0
4.717136285,0
4.7216479,0
4.726159983,0
4.730671149,0
4.735183384,0
4.739695618,0
4.7442074,0
4.748719002,0
4.75323045,0
4.757742085,0
4.762254101,0
4.766765767,0
4.771278101,0
4.775790315,0
4.780302784,0
4.784815202,0
4.789327786,0
4.7961799,0
4.80300135,0
4.809847702,0
4.816661284,0
4.823497849,0
4.830316585,0
4.837160017,0
4.844001032,0
4.851924135,0
4.858759218,0
4.865588468,0
4.872423952,0
4.879281268,0
4.886099483,0
4.892935568,0
4.899753067,0
4.906604915,0
4.913434833,0
4.920274502,0
4.927114166,0
4.933957968,0
4.940802766,0
4.947663599,0
4.954487317,0
4.961320032,0
4.968162185,0
4.975007265,0
4.981842301,0
4.988664752,0
4.99550115,0
5.002331183,0
5.009174285,0
5.017091018,0
5.023913667,0
5.030737,0
5.037537052,0
5.044346569,0
5.051154583,0
5.057955418,0
5.064746783,0
5.071552385,0
5.0783333,0
5.0851411,0
5.091942916,0
5.098730919,0
5.105530168,0
5.112318068,0
5.119107482,0
5.125875435,0
5.132679667,0
5.139460053,0
5.146251736,0
5.153040685,0
5.159826169,0
5.166623769,0
5.173419668,0
5.180205585,0
5.188097999,0
5.194899934,0
5.201694502,0
5.208498233,0
5.215318002,0
5.222125484,0
5.228937683,0
5.235754019,0
5.242561036,0
5.2493833,0
5.256227634,0
5.263057082,0
5.269916051,0
5.276750952,0
5.283563151,0
5.29040415,0
5.297239234,0
5.304078334,0
5.310911419,0
5.317741352,0
5.324569966,0
5.331409118,0
5.3382474,0
5.345076702,0
5.352980166,0
5.359802252,0
5.366639349,0
5.373462969,0
5.380292568,0
5.387123268,0
5.393942668,0
5.400771385,0
5.407591619,0
5.4144408,0
5.421263351,0
5.428085051,0
5.434932082,0
5.441774418,0
5.448609302,0
5.4554283,0
5.462261702,0
5.469071283,0
5.475903584,0
5.482743567,0
5.489573619,0
5.496397469,0
5.50323655,0
5.510089085,0
5.518007916,0
5.524834718,0
5.53169555,0
5.538555651,0
5.545380769,0
5.552222083,0
5.559059784,0
5.565893036,0
5.572726816,0
5.579590386,0
5.586433249,0
5.593277019,0
5.600123502,0
5.606969716,0
5.613804402,0
5.620640935,0
5.627498736,0
5.634328017,0
5.641159886,0
5.648011885,0
5.654853218,0
5.661681868,0
5.668510017,0
5.675346603,0
5.683262616,0
5.690103016,0
5.696931117,0
5.703781602,0
5.710620417,0
5.71749135,0
5.724312267,0
5.731155484,0
5.738006951,0
5.744841669,0
5.751686702,0
5.758526617,0
5.765366766,0
5.772198702,0
5.779045552,0
5.785889369,0
5.792720586,0
5.799569116,0
5.806398469,0
5.813219235,0
5.820059849,0
5.8268799,0
5.833716919,0
5.840550019,0
5.847396785,0
5.855319752,0
5.86215735,0
5.868991166,0
5.87583575,0
5.882694099,0
5.889535536,0
5.896378384,0
5.903202802,0
5.910064484,0
5.916896269,0
5.923759486,0
5.930576235,0
5.937430216,0
5.944260666,0
5.951102433,0
5.957938649,0
5.964777916,0
5.971602986,0
5.978451349,0
5.985287183,0
5.992155768,0
5.999007052,0
6.005840267,0
6.012706766,0
6.0206275,0
6.027466783,0
6.034307219,0
6.041141551,0
6.047980099,0
6.054836767,0
6.061673416,0
6.068513002,0
6.075373266,0
6.082208969,0
6.089046551,0
6.095878833,0
6.102735167,0
6.109558866,0
6.116404436,0
6.123214183,0
6.130059466,0
6.136912586,0
6.143766818,0
6.150617267,0
6.157466016,0
6.164298286,0
6.171149486,0
6.178001366,0
6.185922533,0
6.192785066,0
6.199628669,0
6.206467817,0
6.213300834,0
6.220142585,0
6.226985969,0
6.233820901,0
6.240673118,0
6.247531833,0
6.254371486,0
6.261209668,0
6.26808055,0
6.27491605,0
6.2817519,0
6.288588585,0
6.295449986,0
6.302299199,0
6.309143469,0
6.315989401,0
6.322834303,0
6.329670753,0
6.336543752,0
6.343390717,0
6.351325136,0
6.358178001,0
6.36502485,0
6.371875351,0
6.378710816,0
6.385582119,0
6.392421752,0
6.399283351,0
6.406138569,0
6.413002334,0
6.419851682,0
6.426704067,0
6.433565535,0
6.440382184,0
6.447238717,0
6.454082566,0
6.460929868,0
6.467764884,0
6.474607251,0
6.481457684,0
6.488302582,0
6.495142235,0
6.501980799,0
6.508844234,0
6.516774251,0
6.523605018,0
6.530446734,0
6.537296082,0
6.544144799,0
6.550996734,0
6.557846285,0
6.564685235,0
6.571545734,0
6.578416369,0
6.585270617,0
6.592112352,0
6.598976618,0
6.605805919,0
6.612645266,0
6.619495934,0
6.62636405,0
6.633219116,0
6.640052018,0
6.646892585,0
6.653736867,0
6.660587634,0
6.667426202,0
6.674279449,0
6.682189252,0
6.6890488,0
6.695888867,0
6.702710018,0
6.709572833,0
6.716396584,0
6.723250534,0
6.733867301,0
6.744489334,0
6.755091502,0
6.765721935,0
6.777416282,0
6.78803185,0
6.798655619,0
6.809275517,0
6.819898718,0
6.830532266,0
6.841129952,0
6.851774185,0
6.862398499,0
6.873022435,0
6.883629769,0
6.894259752,0
6.904907967,0
6.915537216,0
6.926150085,0
6.937857467,0
6.948467884,0
6.959084286,0
6.969697783,0
6.980296999,0
6.990886686,0
7.001483017,0
7.012091066,0
7.022687933,0
7.033283434,0
7.043903384,0
7.0544971,0
7.065105384,0
7.075704052,0
7.086307869,0
7.096924616,0
7.108639949,0
7.119250466,0
7.129858901,0
7.140480134,0
7.151098702,0
7.161708416,0
7.172330166,0
7.182953169,0
7.193577116,0
7.204184633,0
7.214799902,0
7.225435433,0
7.236050552,0
7.246675652,0
7.257285219,0
7.267923233,0
7.279631302,0
7.290259486,0
7.300866152,0
7.311486083,0
7.322104034,0
7.33270755,0
7.343329066,0
7.353932966,0
7.364564218,0
7.375192584,0
7.385793985,0
7.396426051,0
7.407041734,0
7.417651734,0
7.428288116,0
7.440003166,9263.7802734375
7.450629133,9360.953125
7.461264286,7397.6689453125
7.471887685,13285.400390625
7.482516966,24290.345703125
7.493144685,23341.279296875
7.503769383,26563.474609375
7.51438565,25299.498046875
7.524992416,23323.517578125
7.535615032,46415.765625
7.546225549,53368.1015625
7.556829836,43154.90234375
7.567479099,54930.47265625
7.578090916,44688.4140625
7.58873685,57439.9609375
7.599350283,57014.3515625
7.611043769,39884.734375
7.621676768,61222.08203125
7.632282549,50801.91796875
7.642883251,38981.0625
7.653495369,47660.8359375
7.664091783,24291.1015625
7.6747283,34382.88671875
7.686438351,24827.81640625
7.697063849,21963.33203125
7.707678169,17325.560546875
7.718275084,18017.61328125
7.728889149,8687.7373046875
7.739513951,15245.58984375
7.750149319,9127.5859375
7.760747434,9770.865234375
7.771360518,0
7.781959635,0
7.792589249,0
7.8032031,0
7.813813,0
7.824435565,0
7.8350555,0
7.845673269,0
7.857362785,0
7.867994334,7233.6015625
7.878588185,8339.5244140625
7.889199783,0
7.899808234,0
7.910424302,0
7.921034449,0
7.931616367,0
7.942156567,0
7.952635051,0
7.963084469,0
7.97351105,0
7.9839434,0
7.994357683,0
8.004775152,0
8.015207686,0
8.026767836,0
8.037232432,0
8.047732585,0
8.058278252,0
8.06886755,0
8.079497899,0
8.090139168,0
8.1008144,0
8.112558267,0
8.123221351,0
8.133890118,0
8.144531418,0
8.155160286,0
8.165748367,0
8.176334283,0
8.188014167,0
8.198621517,0
8.209239401,0
8.219896835,0
8.230531666,0
8.241164618,0
8.251795083,0
8.262418085,0
8.273047949,0
8.283656285,0
8.294218784,0
8.304733985,0
8.315237369,0
8.325721802,0
8.336197684,0
8.346695218,0
8.358305035,0
8.368853483,0
8.379430133,0
8.390055249,0
8.400710433,0
8.411414319,0
8.422090902,0
8.432752035,0
8.444523451,0
8.455185884,0
8.465856534,0
8.476515235,0
8.487183302,0
8.497860302,0
8.508530952,0
8.520293567,0
8.530948652,0
8.54158385,0
8.552226533,0
8.562844,0
8.573482499,0
8.584097852,0
8.594715533,0
8.606412102,0
8.617028782,0
8.627659219,0
8.638281168,0
8.648891069,0
8.659529799,0
8.670153782,0
8.680802685,0
8.69254745,0
8.703169785,0
8.713804469,0
8.724449851,0
8.735085366,0
8.745704001,0
8.756328219,0
8.766941966,0
8.778661785,0
8.789277885,0
8.799891366,0
8.810511034,0
8.821121567,0
8.831751416,0
8.842374235,0
8.854031699,0
8.864537034,0
8.874982502,0
8.885400583,0
8.895803568,0
8.906211334,0
8.916596335,0
8.927014301,0
8.937422734,0
8.947854067,0
8.958290602,0
8.968771952,0
8.979297334,0
8.989889901,0
9.000515017,0
9.011174752,0
9.022944682,0
9.033598019,0
9.044264366,0
9.054902384,0
9.065549002,0
9.076193251,0
9.086835533,0
9.097469649,0
9.108103583,0
9.118731067,0
9.129370468,0
9.140014316,0
9.150644582,0
9.161261083,0
9.1718843,0
9.182499084,0
9.194204451,0
9.204829551,0
9.21544225,0
9.226067334,0
9.236701601,0
9.247351183,0
9.257995051,0
9.268629099,0
9.279253218,0
9.289870566,0
9.300462752,0
9.311050349,0
9.321645834,0
9.332251519,0
9.342853834,0
9.354543819,0
9.365147318,0
9.375798918,0
9.386424019,0
9.397041867,0
9.407652686,0
9.418269183,0
9.428882167,0
9.439526019,0
9.45015075,0
9.460791868,0
9.471425249,0
9.482080219,0
9.492719934,0
9.503319233,0
9.513946499,0
9.525667367,0
9.536291736,0
9.546903783,0
9.557491384,0
9.568123136,0
9.578737817,0
9.589347249,0
9.59992515,0
9.611522382,0
9.621975368,0
9.632407103,0
9.642810903,0
9.653202066,0
9.663582835,0
9.67396685,0
9.684368934,0
9.694779084,0
9.705188149,0
9.715627652,0
9.726091982,0
9.736604585,0
9.747175,0
9.757785433,0
9.769526833,0
9.780194519,0
9.790875866,0
9.7977484,0
9.804645933,0
9.811516151,0
9.818395986,0
9.825284936,0
9.8321596,0
9.839063952,0
9.845945253,0
9.852827952,0
9.859696501,0
9.866551619,0
9.873443351,0
9.880332483,0
9.887195052,0
9.894063967,0
9.900912302,0
9.907783752,0
9.914644267,0
9.921506418,0
9.928359669,0
9.936272249,0
9.943151468,0
9.950007802,0
9.956869266,0
9.9637141,0
9.970545901,0
9.977386035,0
9.984236516,0
9.991107136,0
9.997938766,0
10.004781252,0
10.011636783,0
10.018492418,0
10.025321052,0
10.0321867,0
10.039018017,0
10.045874701,0
10.052708119,0
10.059554618,0
10.066390583,0
10.0732249,0
10.0800689,0
10.086911632,0
10.093763949,0
10.101694033,0
10.108544002,0
10.115385717,0
10.122244133,0
10.12908865,0
10.135935535,0
10.142787383,0
10.149623185,0
10.156462834,0
10.163312902,0
10.170161535,0
10.177013435,0
10.1838621,0
10.190718899,0
10.197558484,0
10.204417183,0
10.211264568,0
10.218108966,0
10.224992603,0
10.231836499,0
10.238696084,0
10.245539901,0
10.252393351,0
10.259250933,0
10.267188415,0
10.274041535,0
10.280911666,0
10.287752201,0
10.294584784,0
10.301422085,0
10.308271767,0
10.315081185,0
10.321943134,0
10.32879015,0
10.335641199,0
10.342472602,0
10.349330518,0
10.356174935,0
10.363020632,0
10.369827018,0
10.376614517,0
10.383355083,0
10.390085552,0
10.396769084,0
10.403428286,0
10.410076449,0
10.416703619,0
10.423327686,0
10.429940666,0
10.437642818,0
10.444259534,0
10.450888202,0
10.457505816,0
10.464123716,0
10.470746316,0
10.477364017,0
10.483990103,0
10.490629802,0
10.497274035,0
10.503936133,0
10.510622284,0
10.518432217,0
10.525200249,0
10.532016418,0
10.538878633,0
10.545760049,0
10.552682552,0
10.559641951,0
10.566607683,0
10.573573134,0
10.580552834,0
10.587507901,0
10.594475601,0
10.602521552,0
10.609466435,0
10.616389817,0
10.623334636,0
10.630281815,0
10.637240034,0
10.644179683,0
10.651168932,0
10.658103599,0
10.665041985,0
10.671988385,0
10.678936336,0
10.686961084,0
10.693902049,0
10.700836549,0
10.707754633,0
10.714650899,0
10.721569683,0
10.728441033,0
10.735356666,0
10.742276686,0
10.749207419,0
10.756117767,0
10.763009633,0
10.7710014,0
10.7778961,0
10.784808685,0
10.791709917,0
10.798610999,0
10.805491302,0
10.812391767,0
10.819256502,0
10.826140016,0
10.833008835,0
10.839878485,0
10.846747984,0
10.854680583,0
10.861519318,0
10.868360684,0
10.875207585,0
10.88205495,0
10.888888484,0
10.895743268,0
10.902584018,0
10.909404252,0
10.916250819,0
10.923100167,0
10.929925169,0
10.937834201,0
10.944669169,0
10.95150875,0
10.958352067,0
10.9652037,0
10.972036717,0
10.978872766,0
10.985719484,0
10.99257225,0
10.999397383,0
11.006215685,0
11.013048535,0
11.020978385,0
11.027798086,0
11.034608652,0
11.041418649,0
11.048205516,0
11.054952134,0
11.061703568,0
11.068444985,0
11.075149252,0
11.081866369,0
11.088588434,0
11.095296353,0
11.103087002,0
11.109811002,0
11.116501567,0
11.123205369,0
11.129917834,0
11.136643419,0
11.143377286,0
